budget,genre,director_popularity,actor_1_popularity,actor_2_popularity,runtime,release_month,critic_score,marketing_budget,franchise,revenue
137729854.789655,Drama,6.857725459288889,11.528342538144935,5.014210224470804,96.81399389610627,8.0,63.760978464756995,2117044.034934853,1.0,45857596.74722198
105918728.957232,Sci-Fi,8.218548602554604,8.659673450841012,4.018909674543792,185.58006278993733,2.0,90.64977772065598,2420930.186468147,,171762110.85126513
101135694.2985304,Horror,4.6480299870143424,5.279257870635274,3.23316425511959,105.55926222602302,,87.00898097222462,3112348.583402835,1.0,1078668914.1245909
5023689.86581591,Comedy,3.5766896047390047,1.434739317956645,8.36175736254439,123.45229899967877,4.0,4.07746470580672,2348495.9146025325,0.0,711936357.0600095
113129092.60671982,Horror,4.531001661605014,8.764586196937072,6.676929377387294,103.48133151213815,3.0,93.02721149011877,2040308.859316022,1.0,384235048.10106415
4307099.3591398485,Comedy,8.471052520976299,5.5388174679797855,8.556892864930886,147.27525812740868,10.0,,3581157.0684213415,1.0,369652281.6490406
,Sci-Fi,1.2470132503068643,1.984079019896351,5.200416913069456,153.7096364200175,1.0,40.18199232862531,1971527.5376936314,0.0,258790221.62253428
32622532.239765096,Comedy,6.948529254542912,1.9061871188201662,6.560922427195066,107.25378907959188,7.0,47.36173111910831,746753.5138074786,1.0,451957881.04915917
97701902.84542574,Drama,5.324074277802448,,3.231570794847522,165.36218517719763,11.0,79.02830255447898,4194645.135734699,0.0,1078261386.0699682
162166287.09092495,Drama,5.035866771631428,7.491608190296375,,150.56592947919142,10.0,27.454941653930895,866434.3384885596,0.0,223407521.1648428
115975786.12546039,Drama,6.0485500102097625,7.859226383476917,4.122492052010871,156.39184434326776,2.0,47.3441992078297,4156634.380665046,0.0,531736035.0891438
87585681.5467731,Drama,,9.960877178537963,5.344923809499363,124.21487904526622,4.0,81.73924682181602,2546016.0341121783,0.0,770110710.8938868
67335964.85995796,Horror,8.85871009136215,5.961870688937026,7.318666511454222,142.0900643335577,9.0,82.49726981203666,2587316.976996576,1.0,178932911.51369056
162006182.33577335,Sci-Fi,8.611291116351673,4.957977845039499,10.92015327119351,132.4151971752861,6.0,69.06482794657336,1030344.8122666985,0.0,965043542.4565605
176341607.07634732,Comedy,5.750767188291405,4.789996371899298,1.4515459124831258,98.16347881663526,8.0,108.35162714071201,2484528.7466320223,0.0,253930929.16236714
198591346.93822885,Comedy,4.131746016791509,4.4065767491071135,9.006225850637309,97.05801064636832,2.0,1.0397527756573155,,0.0,669151578.3795295
85959283.58262789,Drama,5.781657970661359,4.992519045232175,3.528421370757532,158.82952370926463,7.0,39.052339893014995,1066681.183590215,0.0,564721219.713361
122714157.85830174,Drama,9.724464619736532,7.974890462455357,5.589950094504269,169.18805707681275,6.0,95.87248234599342,2445183.111272156,1.0,144610140.0029255
125429517.58265495,Action,3.1129489099933334,7.467960489036191,1.3195713823319473,151.59673280466598,9.0,81.41005236338133,2884693.708900076,0.0,426758785.5297545
48699520.407785766,Sci-Fi,6.211962939627519,7.739808341420923,3.787761025545701,88.1338864272116,7.0,17.86175672423173,4254608.65756848,1.0,964268407.7389058
35271182.72358866,Horror,,4.348852159700282,5.33613554990469,154.1935304340664,1.0,90.63413691571895,2254463.952464825,1.0,198077595.5662216
63171977.886271924,Comedy,7.5886728187977965,5.419354363372007,1.650261174339804,99.19672617167005,8.0,83.5824707504054,3408244.3090943214,1.0,425220781.6481823
220726894.7458551,Action,2.1463577838763306,6.930762849769706,5.770474860595099,96.66823372314151,11.0,38.87261619784225,1740373.7646742188,0.0,918691408.395389
134703795.17346555,Action,7.118110237353403,6.4305859332402155,8.704454845082415,123.10061095660018,10.0,40.24900628088392,4124369.711583398,0.0,336854779.1445762
114436703.87733519,Comedy,9.587396748647663,8.453558401653853,1.689812217944759,127.54925181185493,3.0,40.22551723918378,4117106.188619709,0.0,711995914.4808543
178985408.2431629,Horror,2.420670932394687,3.2132769419116,7.652603592007523,123.5556146573613,2.0,43.00810312024018,4318018.896600564,0.0,813613639.4853175
198547208.18873098,Action,2.7764057745764923,5.384490341906493,,141.52143776490973,12.0,,3560681.844844127,1.0,
43680339.01169317,Action,9.848830539426924,1.9383710758075479,7.687245571989767,75.22422377679108,3.0,48.76549125450149,,1.0,344949933.96223956
13960285.493835168,Sci-Fi,2.7302561057133987,4.513106542820869,2.970375150002675,97.38129234710755,11.0,63.55622196753091,578087.2834578296,0.0,658071247.8671678
60533479.962119885,Horror,7.667024235705006,4.488090862619913,2.151031176157037,156.32908558471925,6.0,38.681773849985596,2072059.9125867616,0.0,682559305.7246978
56023444.90504491,Action,5.934500380042834,8.732021145206831,2.75571710600898,76.37488956622732,3.0,19.51167614354238,4512127.415704463,0.0,1092579748.499379
17843966.975096337,Horror,2.6540853973383403,10.051504766526946,1.448816054290786,165.2780614147559,10.0,21.231623852234485,,0.0,645628777.636797
136988231.80460817,Comedy,8.325884752190177,6.540387972515467,2.8068439752655636,91.4602492678982,5.0,4.6466086618055,1372912.1946378585,0.0,
5363948.9369967915,Drama,4.878543140100322,8.165550620561334,6.548081543982993,125.10962047949475,6.0,45.76931173959188,4357260.982668518,0.0,399357319.76108664
39697046.53360217,Action,5.274948706672707,5.950571265049272,10.380079995035706,93.99066063482375,8.0,57.12202401678443,4495267.195789374,0.0,275651557.06649053
74941546.50638272,Sci-Fi,3.993904557197192,6.612667955233761,7.685588334391565,164.01553349796393,7.0,69.04616842784293,3773035.4777560737,1.0,532286907.3505371
152079970.16210988,Comedy,7.522174797789644,1.5349680321423722,7.985565533532084,172.5304904962108,11.0,67.40829648143666,2870690.879779019,1.0,
158436205.43626973,Horror,2.261400569136757,3.486714983165891,2.03074549317796,165.98776523652631,8.0,66.85982789759748,4483185.010570904,1.0,762244570.4770486
13003165.857472207,Comedy,5.623101070391813,4.420862517555547,3.6935449293654705,175.69274019906715,3.0,91.23465106877512,2872159.8218266587,1.0,933285128.219398
97376731.96235201,Action,10.149804057015315,4.8270502640549,,168.8497383128223,4.0,2.0394626824580535,4755645.357788809,0.0,795973340.0411155
,Horror,3.353792665774253,1.6110417465920914,2.5337510368067577,186.7472273923437,6.0,52.79038331402439,3026329.7044966687,0.0,362814982.14320225
165707789.7018059,Drama,7.2397420672937995,2.3265208003485562,,154.74274492295257,,,2854050.7004319383,0.0,480687502.81679654
58315816.34796806,Comedy,4.920139983484221,3.7461327037694407,5.963683276020434,118.09299596542468,7.0,91.76676541261241,3396982.590038073,0.0,80507542.59873116
32923570.166033767,Action,7.170233093016185,11.100053287853592,3.7380434021548865,135.8853800179843,9.0,30.300259842002383,648250.4613988542,0.0,799294504.2975565
164371988.93687713,Sci-Fi,1.9338512794444327,3.990839461887724,3.7285819543473955,136.76197596156263,1.0,41.82258764035438,3369276.0268272315,1.0,
24088068.397773564,Horror,8.994026174761249,5.507570216442788,8.931837805599487,151.08432520687305,8.0,44.192538253406234,2693325.2517422405,0.0,517120484.5440506
80943581.7700084,Comedy,5.100447788676917,2.988842178350309,8.559752397385438,85.50219082335853,8.0,55.66983440171755,226109.21938461866,1.0,679822435.8287398
95985174.17942184,Comedy,2.5852448913591575,6.0260768974468,3.718231867273097,100.66676703445677,6.0,48.10158703922572,1932560.3511562923,0.0,453547084.3044961
24574089.3582393,Drama,1.6651823251869446,3.5452083610068095,9.943761552016817,79.42745009995406,4.0,88.30905099317128,4012732.337871457,1.0,124004115.4605642
147116452.85722148,Drama,2.955919571311017,2.898876927714155,8.450997101125663,117.68303550762066,3.0,52.30019907808539,,,347378183.99116296
137093266.35515675,Sci-Fi,5.76393413160568,5.10906148975326,3.8004202149160466,89.54028235413683,11.0,83.31900272702958,940615.7446401095,1.0,6527621.723798038
136693368.5081507,Sci-Fi,3.914987705551123,1.2928002697278922,4.880256342158251,165.30283736680929,3.0,61.89869240291974,4828476.842051684,0.0,491734163.8131161
104089542.70292488,,7.936989626050773,0.9185399608856177,5.588630995890505,112.16223788761765,6.0,86.13089905312901,569915.3063964968,0.0,663705382.1518373
64645935.06349855,Action,5.316280618431244,2.5858722229039075,9.58970636698692,124.66845583114855,8.0,93.42100353724908,776884.8980677279,0.0,963474714.6503344
8806521.246362543,Sci-Fi,,1.5053490915229097,10.936140781442107,118.13134544259762,7.0,49.78019762789233,2132784.8214274514,0.0,5696646.648454037
,Sci-Fi,7.764489058611758,2.112904424430317,1.6540025392498565,141.62711217776263,11.0,69.3796875605344,4168739.5647741854,1.0,70925097.0245023
86458407.95003867,Horror,8.784140086295558,3.6342561684754617,4.895724146976711,154.3398734694491,1.0,13.970093202227698,,0.0,272371586.0565214
131990682.8695941,,2.5676515799119293,8.722661337926557,6.975461196374991,103.6548567231446,11.0,24.716638859094388,4859229.748359783,1.0,681469169.0089157
195325682.32510868,Action,2.505684302752186,7.0509365049802,5.348604545705544,152.86219945420126,6.0,66.17828860772221,3349455.780177815,0.0,112489310.87316395
62076488.10536726,Drama,1.4671250124921853,5.597019824221188,2.980716285586936,107.09584915984821,7.0,74.32977437822801,552106.1285136681,1.0,469879122.2824074
122223735.97461885,Drama,8.46268862663144,4.587734626082839,7.872111658355342,119.88034136198002,12.0,58.75621380649873,3282017.5818058695,0.0,777532602.4964349
39417190.91944398,Sci-Fi,6.412122711217625,7.767616389481012,6.60540435840661,152.49396635445453,7.0,104.88963676684928,3834303.9101682086,0.0,
38698712.04666654,Horror,4.994094976860545,4.890430228951318,,155.60127528613504,9.0,33.6713808675395,4205196.304398067,1.0,21247622.068297602
85123748.3089392,Comedy,7.460641332387567,1.9919242970964834,9.425937661648,91.38340107394662,11.0,39.41746739415114,348218.6886226041,0.0,88068251.13856529
214300496.37901753,Horror,8.588552140674578,7.137749663644494,8.602269794814468,77.95453300724988,11.0,70.510793002415,517730.86389674223,0.0,400299665.46077263
102678345.83953573,Horror,6.6860442548255135,1.9831727937676722,5.730316033809,131.20086107936413,10.0,86.79759036570415,3728638.0641468214,1.0,164189785.99651653
59953893.28608726,Drama,7.624557464868064,3.9877237279162308,6.451114789566761,126.49079068122421,5.0,81.72553606027319,5071297.673709395,0.0,649541048.8226911
108737006.9893289,Horror,2.7227221758120055,5.81395007166919,2.7349224610757434,79.07623486497101,1.0,44.32952822670005,2088762.0301512906,1.0,301630949.77488554
62413928.35511232,Action,1.736845451702394,9.591414022991598,6.821045392677168,169.60207678944812,2.0,78.75876734608842,604953.742873544,0.0,326044682.3946213
86774124.31456025,Drama,3.1196607129481855,5.769780400489933,2.849020956931037,107.10703953665102,4.0,48.54503284099261,1678775.5064467667,1.0,509455996.01885504
199826756.13620612,Action,1.5971936592843703,8.081685477255373,7.3958832840510995,89.77018462892774,5.0,76.55167210200915,2492827.0563146207,1.0,610800668.9423571
75147265.23082897,Comedy,5.3565345545022085,8.923068430171456,3.203045382473129,111.8331754772185,9.0,62.456314234746934,4211573.496363028,1.0,1011378645.6202105
107680270.48415767,Drama,,2.1336705161445297,2.145117999847815,156.06468876176612,11.0,80.9244134837102,4085602.577663841,1.0,228801242.98554063
200358343.96807995,,1.133738908587901,3.1461553265227895,2.088380345869983,85.98584542043456,1.0,98.73630381258157,850707.8778026272,0.0,256723911.66719577
108206079.01943858,Drama,2.1382382696498836,4.375457625236639,,159.38354923752127,3.0,,5075904.513883077,0.0,315342819.76471347
155592069.7736,Sci-Fi,5.047345605575084,5.28339959767865,7.545241240405262,103.94848884390339,5.0,30.237870215923653,1770408.8383637534,1.0,862570499.2723151
230561852.7191725,Horror,8.719298083586166,4.74993336994952,6.310693062376192,100.76208100828663,3.0,50.24148972069143,410439.0762770325,0.0,503060738.6532262
191622771.47289985,Sci-Fi,3.7727212932963203,11.558597592055065,6.102737745609482,180.73978893629715,4.0,92.32589308198168,2848228.8804817577,0.0,202713169.3110433
130584028.22732472,Comedy,5.665449421543571,7.569923050759761,2.6659938469243754,173.93200287856175,3.0,56.01723341333134,,0.0,853858884.6733506
65444475.624176145,Horror,1.2621801577332585,6.5097744197732785,1.8093089598028256,101.95046521544324,4.0,84.60201585259405,129063.69477740757,1.0,478187013.05399406
183821394.87072647,Drama,1.9903683941447274,3.8245378412491027,1.0407457752482183,131.13689068414843,1.0,77.08523388096962,2738187.968712986,0.0,673185000.8730749
174657062.3438903,Horror,11.663519261978132,7.877453987369967,2.8356274483423913,122.73959466355564,12.0,25.213084330736525,2402587.9603981264,0.0,285549335.9491342
55051743.655409984,Action,9.072676002920726,9.540047223987226,10.854795215707847,126.25934830929211,8.0,25.23994750640307,1314122.3314881513,1.0,171211005.23984897
65472519.5665807,Horror,1.0343536243325382,9.337087177513515,3.2205112832096567,109.06486351286293,4.0,14.761951073774947,2235025.6628064136,0.0,475958872.2244627
101732211.60127373,Action,10.533306297980976,1.0256435520119596,4.4022767243038015,,7.0,33.270005924986414,2421497.1690248996,1.0,551594476.1966937
89037376.9521042,Horror,9.134925537921317,,1.9874102565068945,157.9178951559268,2.0,21.178443221535236,1564145.0569088338,1.0,15222995.50655831
44262214.05301516,Action,7.714714704264573,1.3251358714900867,3.160428888011014,119.2748714403589,2.0,70.40564520433686,3698432.9298856054,1.0,733026368.7764081
197522205.58610243,Comedy,5.321740348084539,3.1690670617259933,5.605195201676086,133.63746689189816,6.0,15.836788293124085,634231.7050638768,0.0,52740303.40336369
26851746.68523657,Sci-Fi,5.241278995205009,1.5470656754910017,6.447411865322683,160.63957501890357,2.0,34.388704419759364,1784553.4385061741,,791523990.2807896
62526444.73921958,Drama,5.1086929737734925,7.202131640632079,,107.89866708932826,6.0,74.99331584102852,,1.0,290231789.0491988
15300587.826948814,Horror,6.497501826616235,6.216930975014574,1.8760280020528977,100.20161039232917,11.0,16.173988551832444,1427267.159824929,1.0,147019426.93578574
43662896.60553507,Sci-Fi,2.0028165802183318,1.9654515751720663,3.886562214112648,168.36517669171135,2.0,30.2616149761118,1773008.1865356644,1.0,42484758.80173051
88076447.1696216,Drama,1.2645192873665594,4.518833566353267,3.0755671794844393,177.5719498510302,4.0,50.61286642799105,1804294.0630810242,1.0,344341269.1466882
91299642.73788172,Drama,3.215280031946959,4.169814837749529,2.6246820028695956,140.2994355149107,7.0,18.243884470170173,2336921.5201088144,1.0,
159299557.14704856,Action,8.037284991601979,3.9612395988144913,11.173280647301866,71.00274085211552,8.0,90.0223049294503,3479588.9431269667,1.0,386240704.06258625
162602640.70753306,Comedy,2.8321736419735837,1.9471809906268147,6.16192969991956,134.09769534546118,3.0,70.27078875243694,1346593.5062227012,0.0,875282569.2069427
83654987.23124827,Comedy,7.359168667764706,4.390810048040801,5.144267239064934,154.89139297204238,9.0,38.79984617009228,4011232.3483922123,1.0,955177809.2953637
177375548.6339668,Sci-Fi,9.27564379833461,7.9095202772197135,5.044602670556907,149.11582030150907,2.0,100.74685842636886,3972338.842849499,1.0,512108516.09572196
49500620.72376238,Comedy,1.7773534076467346,1.6127521532489346,5.7083212439130575,183.48597676435358,8.0,84.18900326126169,2713829.1880817544,1.0,343437305.03477556
215032212.97585428,Horror,7.25624993710944,1.6260209537035948,6.257553888275525,175.1745066665379,8.0,55.971758816288954,2967729.237730215,0.0,672924622.3380071
109370896.08743688,Comedy,4.412453959430019,4.37238385767076,7.416712662594322,64.06298703155777,4.0,18.25582584194234,404931.75393261085,0.0,74008080.88020575
145253556.11416712,Sci-Fi,8.497773285456757,11.108236264518144,7.618777989457921,182.59961387363626,1.0,35.71690869354316,2732632.467254715,0.0,947513721.7010794
180721925.18101138,Comedy,2.3713344359479014,8.167445333430638,,151.74830896865686,1.0,7.344402837872072,671111.9196451482,0.0,701758840.3518891
47947450.25752749,Horror,6.589428725563708,5.74131774113375,5.020116459177089,133.33870343634655,2.0,39.02329802828613,838169.5486434553,1.0,198542936.26208743
79549038.52521919,Action,6.7405948634330715,4.50295569946206,4.6549694569572555,100.26647930350833,12.0,61.45743964830538,1623706.9729632614,0.0,570321167.416597
148704224.15333235,Sci-Fi,10.774092881062419,6.230027889360901,8.434802598095668,125.50157301199849,9.0,34.00076142318568,,1.0,738977712.2810568
5656278.614291736,Action,6.658409754798366,1.108110907134537,5.902312733023567,132.06045815852428,2.0,65.3721758081471,4865277.478536053,1.0,67621616.14317809
210009229.86749792,Action,6.111471575703295,6.457024477642052,5.60232402694729,117.8380183786223,2.0,,4225815.398538048,1.0,131139222.20893201
,Action,7.261819741459895,9.32799433594827,2.2643664607629406,137.51469804590397,6.0,55.910203602732274,452623.4078036982,1.0,379747656.9026208
161535641.74379683,Drama,7.685874490129499,6.61177529308098,6.816241375064788,135.28901925681717,7.0,,2007837.2231648874,1.0,674164708.0296861
221460627.86042553,Drama,5.467694342698659,8.350145762989653,2.1872303375080397,126.67701177976507,7.0,85.16792092544848,2828489.358325915,1.0,35236456.593196355
127108604.4176732,Action,1.599559373858982,6.842069387234645,4.093960026725663,90.93013760513298,9.0,47.34442998956479,954576.7872788677,0.0,658660672.3594722
54124529.27466107,Sci-Fi,11.020650853165275,1.9914715425218636,2.4051873992249635,116.88684052485398,,34.60329961696723,3463323.838906029,0.0,91872171.38459025
117510568.76364186,Horror,7.183029335668015,9.335772935192473,6.649943058783302,75.75223445386318,8.0,93.30339591165634,860027.6569737226,0.0,635878279.5585268
54786736.57272199,Horror,7.271062499104321,1.6937138910972933,2.767864674529541,113.98694869753979,11.0,66.16230302966396,5000076.898926952,0.0,839195209.701258
156091849.4580056,Comedy,2.755539626599068,6.3011366876322725,4.613649576342294,129.0654422410274,6.0,10.145616996826892,4794480.004654788,0.0,854469002.716201
43779690.80255041,Sci-Fi,7.22958833277598,2.1665966381968897,9.312532144127946,159.86007885508,,8.10796642751433,3869520.259017078,1.0,
143869680.48755625,Drama,4.218836280048601,1.1367345253801557,2.9297438981562403,157.93222570126898,1.0,90.4345617951293,453445.1830092621,,552649170.6279291
108027651.21829927,Action,5.466679203850623,5.260146762683431,5.4931894263685,94.74824796528381,5.0,61.37089306630915,2857326.061527314,0.0,
159231063.03624326,,1.7003999217160657,4.081434006833075,4.593283967661806,87.60888457057979,9.0,50.56057326909258,200546.87653228352,0.0,1017980960.7488004
52391972.276613206,,6.935205204833599,5.342387642221777,1.5304019164282268,92.683159544813,8.0,19.817529738190014,480709.44041874947,1.0,136764997.21853912
125715747.77429384,Drama,8.86425310044805,6.057936218166904,8.872478420560107,132.69694517302477,4.0,7.242748385177748,3068875.837597176,1.0,69918623.58950323
73156324.42954864,Drama,1.4242613778760849,1.4202877111795513,1.6884014321535241,148.93000769168071,5.0,72.34842302699252,1695540.3064747704,1.0,192212151.3127058
25474320.558796566,Action,8.741983631978552,1.8647828819886723,5.145434067883953,124.01337902576827,5.0,92.28342564198114,1404860.8465466572,0.0,879927624.0206071
146122699.7208202,Horror,,5.911077983851853,5.7732930294744405,120.0442330367517,6.0,90.01786853683083,2349958.5914237634,0.0,535063154.1424634
94446345.91309385,,9.59070455451725,4.392930787616385,6.568779351883565,,3.0,,849691.9695499686,0.0,865769581.4332126
105533164.61009,Drama,8.24048008054284,8.048037845368341,7.408453631430244,152.31900533866155,5.0,28.69561591988335,3093970.4275214844,0.0,583987142.7944143
100360548.59025986,Action,6.0972480111147505,6.6849341058007035,2.662771744223006,90.28696757295249,2.0,,4515188.396780195,0.0,369359848.0250483
7619612.778730397,Sci-Fi,8.318102506355988,8.797904201685338,0.9187755009524716,165.86101774344442,10.0,41.047422686182536,3358030.361471206,1.0,93303632.19884907
197313394.27227825,Horror,9.334700826382582,6.6360124053484855,7.032631047151302,,1.0,7.907882975862369,1328806.0192416469,0.0,200861902.98780978
67424921.90596789,Drama,5.308072322417847,5.211936734833541,5.941483383472088,112.13849910427724,,18.865724451300377,3334939.8714472824,,753852262.8247896
112937835.44551004,Sci-Fi,3.761962222251481,7.0017833518122625,8.321077551337856,157.50725975175672,1.0,60.913655888359955,1551980.403311007,0.0,994020501.0683961
97575746.69410254,Sci-Fi,6.7072376493349655,3.38244277180414,9.633007805383357,145.52818153161087,,47.449504111245226,4916670.730513517,1.0,107933185.85880293
54094464.431061454,Sci-Fi,7.194516294043418,3.620928300951858,7.316566230024981,98.56868452971058,7.0,67.65060497201662,2201871.927052277,1.0,965712056.823453
179265109.97890326,Drama,7.523363079689376,8.049916957726534,4.962691085261551,123.6530069334181,2.0,53.35833058317992,2986206.409819496,1.0,499397308.2563907
10064523.781161534,Drama,8.969535759872109,,4.611095928795457,119.301714013507,4.0,96.74913428411762,1510748.6403234778,1.0,577449336.1604613
5284775.204464767,Comedy,5.559876098485016,8.724140983339588,8.23054547505821,127.27957289339703,5.0,52.35924300216621,982217.2460894699,0.0,
36464432.80317483,Horror,9.163371844371744,8.06969197776455,5.509523099261598,115.73257713730636,7.0,43.855167268629685,2176608.3902563653,0.0,
35817001.99249771,Action,1.7083520131921497,10.106816861154053,3.19476118213312,98.81004679275635,2.0,38.93073190732876,3081551.3035867014,0.0,222575382.0962036
,Sci-Fi,6.53950108673575,,8.09151945749636,152.40370067527246,6.0,39.70397034802062,4597003.048571616,1.0,
62565489.7815139,Comedy,0.8584474180420791,,8.854221692420806,166.98021371584068,1.0,44.5235303405311,1072219.7056204893,0.0,680172838.3357354
208783949.6371899,Action,4.273448742812923,3.89677553258786,5.0552133256032565,139.5965675777593,7.0,,3035525.175798896,0.0,692600875.9826922
132394008.26749673,Comedy,4.140074367287214,5.833792734748821,1.3526723036428576,184.63799650084044,9.0,18.263766501679676,155270.4654777668,0.0,847853473.6119235
157296116.48029068,Drama,4.886299618410395,4.198768743744946,4.351053148025732,137.9022680356364,5.0,107.12504442092161,1842551.6581983725,0.0,722037549.0541472
28263149.649177074,Sci-Fi,,7.693156927489824,8.957115137001473,186.8735784232088,5.0,46.55335465959964,379706.39705626573,,65627932.64896489
74754386.78846811,Action,5.023699679173953,7.124199382779631,9.608765859116268,186.84739670406344,4.0,,3203956.079554093,1.0,88856894.81968328
171896909.73896605,Action,4.300152785699995,7.4548510406810475,3.0065328946956975,114.16005264328214,3.0,11.312953111614398,3422260.879873746,0.0,114415685.66963029
26043422.60617299,,2.928142900039065,4.607586220710561,1.5425773366602742,142.82843318008702,9.0,66.59553844947577,3722532.6392863477,0.0,750502263.2643011
65346919.53401693,Action,3.9241701146597863,2.251410181014026,8.312479868017105,119.83308808415046,5.0,106.79298388854458,1291325.2209523018,0.0,880899084.0025058
180771075.43731073,Action,2.5111720619331876,4.457925178691467,5.076399002717586,111.91913061902514,8.0,52.609644243836954,1094916.2746029785,1.0,134705361.91989753
173010756.15123266,Comedy,1.6744432000429392,2.00797050458125,5.583632648690531,102.88734330135038,9.0,,4589425.059081872,1.0,550890904.801293
35600180.60979659,Sci-Fi,,,9.998222203260658,95.44954677650094,5.0,41.85652596548854,988522.3390887898,1.0,570368101.1403668
197935015.8970742,Drama,8.884459891105845,2.9407090761956396,1.6252011150161905,165.05058754446222,10.0,48.4970219900919,1603739.5893558874,0.0,816151834.57271
25948584.155672416,,6.639297057738162,,7.8339254857893454,103.37879766169523,9.0,40.90898626271892,1071823.6776875937,1.0,445132624.7197922
197966938.17384037,Drama,5.748932129547587,1.481496391782306,1.8288782698748218,174.0907915092364,2.0,9.561572632784726,1224682.8820098084,1.0,441029849.3824956
39773716.177614875,Drama,4.5206131042329165,6.913102898666493,3.8119980643817986,97.67280930115098,9.0,,297362.46423570614,1.0,167059417.39747465
178877166.59858233,Comedy,9.207523549947613,5.778671544370912,7.256460332283633,133.23923236499246,11.0,6.022538010828667,481612.7794247125,,
102513974.48318417,Horror,5.47767838176507,3.8041207781654336,5.1849882748699505,151.3600271337564,4.0,56.13349223789362,615546.7201500811,1.0,637018779.8545536
136299109.1887187,Sci-Fi,5.416274185875453,1.5699030823516855,9.910466690396316,138.29942182475654,6.0,1.2299969124386474,5733071.003104809,0.0,811026136.1477207
174390605.11002874,Action,1.2969303206003324,4.209752661358838,5.756995175265488,112.7427225873437,6.0,60.76647360542088,4100969.210750006,0.0,657275386.2757107
70029380.30824673,Horror,3.835726162484337,4.127909216826583,4.285585275873715,155.21666661614952,6.0,65.47696464553718,1601817.7176135092,0.0,95903637.57523634
,Drama,4.3874944451132425,7.668891181691846,3.0368836111820574,167.34304113662967,2.0,96.97329974595874,3371329.5988817057,0.0,528260080.4628333
184713542.28548884,Horror,4.562589079880311,5.706514217298583,4.17647919941617,142.4786646932074,7.0,19.992997511273252,4698246.198685091,1.0,67227689.27778639
49294007.77922896,Sci-Fi,6.735702388276723,4.591775659339046,4.692243232772208,153.00475925831475,6.0,106.98973036046283,867558.3583059908,0.0,841386215.6379198
96865972.74855496,Action,5.183865969873154,3.4131272546747815,1.5577145932903724,92.70267461113833,11.0,65.21511910089171,4720701.366818662,0.0,91130918.10017431
160581949.43187,Action,6.437792120284464,11.774395856947397,5.004735426895756,98.69003382993631,1.0,53.0781067191252,2462238.427198568,0.0,523569372.17120814
25092938.112154502,Sci-Fi,9.391364782114298,6.5432656062700945,4.770084059445388,143.56396979991794,2.0,76.48620482285904,3263514.708300046,1.0,1014399204.0502003
143936692.90323105,Sci-Fi,9.285005536457478,6.545532385750397,7.997641369893027,139.42039209972788,7.0,20.82416692974292,2169188.3235907312,0.0,293731330.89877355
112457425.7569177,Drama,8.470014538998784,2.90465605666751,7.901424917539456,98.817999113311,1.0,47.98945385358924,3474147.4091709107,1.0,875362690.9120735
